temperature,rpm,pressure,vibration,operating_hours,failure,hdf,osf,twf,pwf,rnf,failure_type
77.0,1729,23.6,0.36,2756,0,0,0,0,0,0,Normal
73.5,1356,30.4,0.24,2653,0,0,0,0,0,0,Normal
76.0,1436,30.1,0.34,2941,0,0,0,0,0,0,Normal
77.9,1419,26.7,0.29,2790,0,0,0,0,0,0,Normal
76.6,1593,26.8,0.32,2893,0,0,0,0,0,0,Normal
74.4,1320,31.9,0.31,2963,0,0,0,0,0,0,Normal
76.5,1448,26.9,0.2,2941,0,0,0,0,0,0,Normal
79.0,1470,26.2,0.29,3002,0,0,0,0,0,0,Normal
78.4,1612,25.8,0.28,3021,0,0,0,0,0,0,Normal
76.4,1412,27.7,0.25,3058,0,0,0,0,0,0,Normal
78.0,1875,24.3,0.31,3154,0,0,0,0,0,0,Normal
75.9,1612,25.1,0.36,3191,0,0,0,0,0,0,Normal
73.9,1411,28.2,0.19,3210,0,0,0,0,0,0,Normal
74.9,1490,27.8,0.28,3270,0,0,0,0,0,0,Normal
78.9,1467,26.9,0.25,3378,0,0,0,0,0,0,Normal
76.0,1807,25.7,0.3,3366,0,0,0,0,0,0,Normal
75.9,1368,28.6,0.29,3432,0,0,0,0,0,0,Normal
76.0,1572,24.3,0.28,3527,0,0,0,0,0,0,Normal
79.2,1458,26.8,0.33,3533,0,0,0,0,0,0,Normal
78.8,1699,24.5,0.37,3525,0,0,0,0,0,0,Normal
80.1,1478,27.3,0.41,3614,0,0,0,0,0,0,Normal
76.7,1362,27.7,0.28,3675,0,0,0,0,0,0,Normal
77.4,1487,25.9,0.24,3759,0,0,0,0,0,0,Normal
74.8,1705,23.8,0.34,3767,0,0,0,0,0,0,Normal
79.1,1345,29.8,0.38,3815,0,0,0,0,0,0,Normal
75.0,1532,26.8,0.35,3846,0,0,0,0,0,0,Normal
77.1,1650,28.2,0.38,3886,0,0,0,0,0,0,Normal
75.2,1398,29.8,0.31,3977,0,0,0,0,0,0,Normal
76.0,1412,29.7,0.29,4024,0,0,0,0,0,0,Normal
75.8,1525,25.7,0.32,4085,0,0,0,0,0,0,Normal
76.2,1391,28.8,0.31,4066,0,0,0,0,0,0,Normal
76.3,1766,23.6,0.35,4057,0,0,0,0,0,0,Normal
76.3,1671,27.2,0.36,4199,0,0,0,0,0,0,Normal
78.4,1373,30.4,0.37,4211,0,0,0,0,0,0,Normal
75.7,1347,28.1,0.35,4244,0,0,0,0,0,0,Normal
77.6,1539,26.3,0.34,4234,0,0,0,0,0,0,Normal
79.1,1470,25.9,0.36,4345,0,0,0,0,0,0,Normal
76.5,1528,24.6,0.25,4333,0,0,0,0,0,0,Normal
76.3,1471,28.7,0.34,4455,0,0,0,0,0,0,Normal
76.9,1528,26.6,0.34,4504,0,0,0,0,0,0,Normal
79.2,1417,29.2,0.35,4557,1,0,1,0,0,0,Overstrain Failure
77.9,1549,26.2,0.33,4544,0,0,0,0,0,0,Normal
76.9,1463,30.4,0.36,4710,0,0,0,0,0,0,Normal
78.7,1479,27.2,0.32,4740,0,0,0,0,0,0,Normal
76.3,1867,24.2,0.39,4796,0,0,0,0,0,0,Normal
78.8,1471,26.3,0.36,4792,0,0,0,0,0,0,Normal
78.5,1380,28.2,0.35,4785,1,0,0,1,0,0,Tool Wear Failure
74.5,1623,25.8,0.17,173,0,0,0,0,0,0,Normal
73.7,1997,23.6,0.24,276,0,0,0,0,0,0,Normal
73.5,1390,28.8,0.21,347,0,0,0,0,0,0,Normal
75.9,1418,28.7,0.18,410,0,0,0,0,0,0,Normal
77.0,1519,25.0,0.21,430,0,0,0,0,0,0,Normal
74.2,1519,27.1,0.23,428,0,0,0,0,0,0,Normal
75.7,1536,26.5,0.23,563,0,0,0,0,0,0,Normal
71.9,1680,25.0,0.23,578,0,0,0,0,0,0,Normal
73.9,1555,26.6,0.22,721,0,0,0,0,0,0,Normal
74.9,1471,27.5,0.26,758,0,0,0,0,0,0,Normal
73.5,1877,22.5,0.27,816,0,0,0,0,0,0,Normal
73.3,1578,22.9,0.25,833,0,0,0,0,0,0,Normal
73.9,1655,26.3,0.2,912,0,0,0,0,0,0,Normal
75.4,1502,26.7,0.18,914,0,0,0,0,0,0,Normal
74.7,1367,32.3,0.2,995,1,0,0,0,1,0,Power Failure
71.9,1541,26.7,0.31,1111,0,0,0,0,0,0,Normal
72.3,1588,24.3,0.24,1177,0,0,0,0,0,0,Normal
74.6,1684,24.6,0.32,1108,0,0,0,0,0,0,Normal
76.0,1437,27.1,0.23,1219,0,0,0,0,0,0,Normal
71.4,1409,27.6,0.22,1374,0,0,0,0,0,0,Normal
74.6,1320,28.6,0.23,1343,0,0,0,0,0,0,Normal
74.6,1635,26.2,0.23,1453,0,0,0,0,0,0,Normal
77.6,1691,24.6,0.21,1439,0,0,0,0,0,0,Normal
75.1,1365,29.0,0.2,1505,0,0,0,0,0,0,Normal
76.5,1523,26.0,0.26,1633,0,0,0,0,0,0,Normal
76.2,1593,26.5,0.29,1673,0,0,0,0,0,0,Normal
72.6,1682,24.7,0.34,1675,0,0,0,0,0,0,Normal
77.0,1329,28.4,0.23,1655,0,0,0,0,0,0,Normal
76.2,1568,25.3,0.23,1814,0,0,0,0,0,0,Normal
76.7,1733,23.7,0.22,1938,0,0,0,0,0,0,Normal
81.8,1473,29.5,0.3,1772,0,0,0,0,0,0,Normal
72.7,1633,25.2,0.29,1978,0,0,0,0,0,0,Normal
78.5,1530,26.8,0.22,1941,0,0,0,0,0,0,Normal
75.5,1550,25.8,0.22,2005,0,0,0,0,0,0,Normal
76.2,1410,27.9,0.3,2092,0,0,0,0,0,0,Normal
75.6,1574,25.1,0.28,2056,0,0,0,0,0,0,Normal
75.2,1425,26.9,0.29,2152,0,0,0,0,0,0,Normal
75.0,1541,27.5,0.23,2112,0,0,0,0,0,0,Normal
76.6,1733,24.9,0.19,2273,0,0,0,0,0,0,Normal
73.7,2496,20.2,0.23,2418,0,0,0,0,0,0,Normal
77.1,1552,24.5,0.29,2312,0,0,0,0,0,0,Normal
75.2,1409,26.6,0.35,2373,0,0,0,0,0,0,Normal
74.3,1581,24.9,0.25,2414,0,0,0,0,0,0,Normal
75.6,1251,31.4,0.36,2526,0,0,0,0,0,0,Normal
78.3,1500,27.8,0.31,2535,0,0,0,0,0,0,Normal
75.5,1576,26.9,0.22,2599,0,0,0,0,0,0,Normal
76.9,1352,27.0,0.28,2565,0,0,0,0,0,0,Normal
75.5,1661,26.8,0.31,2669,0,0,0,0,0,0,Normal
77.7,1541,28.8,0.18,2517,0,0,0,0,0,0,Normal
77.6,1888,22.9,0.3,2757,0,0,0,0,0,0,Normal
79.3,1255,31.6,0.33,2757,0,0,0,0,0,0,Normal
76.4,1411,27.4,0.3,2840,0,0,0,0,0,0,Normal
77.6,1516,26.5,0.28,2931,0,0,0,0,0,0,Normal
76.7,1492,25.0,0.28,2855,0,0,0,0,0,0,Normal
78.7,1726,24.0,0.28,3043,0,0,0,0,0,0,Normal
75.9,1598,24.6,0.24,3021,0,0,0,0,0,0,Normal
78.3,1657,25.7,0.26,3137,0,0,0,0,0,0,Normal
76.8,1481,26.1,0.27,3058,0,0,0,0,0,0,Normal
77.0,1397,26.6,0.3,3050,0,0,0,0,0,0,Normal
77.3,1461,28.2,0.27,3196,0,0,0,0,0,0,Normal
77.4,1388,29.1,0.26,3265,0,0,0,0,0,0,Normal
77.0,1507,30.7,0.33,3326,0,0,0,0,0,0,Normal
77.4,1421,29.2,0.31,3274,0,0,0,0,0,0,Normal
79.6,1258,28.3,0.28,3306,0,0,0,0,0,0,Normal
78.8,1482,24.5,0.32,3429,0,0,0,0,0,0,Normal
78.5,1403,28.4,0.29,3527,0,0,0,0,0,0,Normal
76.7,1373,27.4,0.31,3619,0,0,0,0,0,0,Normal
76.1,1460,28.3,0.35,3713,0,0,0,0,0,0,Normal
78.9,1751,24.6,0.28,3653,0,0,0,0,0,0,Normal
78.7,1546,28.5,0.26,3637,0,0,0,0,0,0,Normal
79.8,1680,23.4,0.31,3846,0,0,0,0,0,0,Normal
76.7,1394,29.6,0.26,3852,0,0,0,0,0,0,Normal
77.1,1810,25.0,0.3,3914,0,0,0,0,0,0,Normal
74.9,1479,23.9,0.31,3976,0,0,0,0,0,0,Normal
77.1,1431,28.6,0.22,4039,0,0,0,0,0,0,Normal
79.2,2355,22.1,0.34,4012,0,0,0,0,0,0,Normal
76.9,1996,23.5,0.31,4110,1,0,0,1,0,0,Tool Wear Failure
75.5,1461,28.0,0.25,228,0,0,0,0,0,0,Normal
74.3,2007,24.3,0.21,205,0,0,0,0,0,0,Normal
75.3,1505,24.8,0.23,321,0,0,0,0,0,0,Normal
73.1,1925,24.0,0.25,402,0,0,0,0,0,0,Normal
74.9,1622,26.0,0.2,430,0,0,0,0,0,0,Normal
70.3,1592,23.9,0.21,567,0,0,0,0,0,0,Normal
74.6,1850,26.0,0.15,568,0,0,0,0,0,0,Normal
72.4,1470,28.9,0.26,617,0,0,0,0,0,0,Normal
76.7,1445,28.8,0.21,727,0,0,0,0,0,0,Normal
76.1,1685,23.7,0.18,730,0,0,0,0,0,0,Normal
75.7,1667,27.3,0.25,754,0,0,0,0,0,0,Normal
77.3,1578,24.9,0.13,841,0,0,0,0,0,0,Normal
73.5,1691,25.7,0.2,876,0,0,0,0,0,0,Normal
77.8,1439,26.7,0.26,993,0,0,0,0,0,0,Normal
76.8,1404,26.1,0.21,1103,0,0,0,0,0,0,Normal
75.0,1498,28.9,0.2,1061,0,0,0,0,0,0,Normal
77.0,1481,28.9,0.21,1095,0,0,0,0,0,0,Normal
73.5,1589,24.7,0.15,1251,0,0,0,0,0,0,Normal
74.1,1467,28.9,0.26,1215,0,0,0,0,0,0,Normal
74.3,1654,26.6,0.23,1292,0,0,0,0,0,0,Normal
74.6,1508,26.0,0.22,1290,0,0,0,0,0,0,Normal
74.0,1439,29.1,0.23,1273,0,0,0,0,0,0,Normal
77.3,1692,23.6,0.24,1424,0,0,0,0,0,0,Normal
75.1,1838,23.4,0.27,1508,0,0,0,0,0,0,Normal
75.7,1601,27.5,0.24,1506,0,0,0,0,0,0,Normal
74.5,1369,28.3,0.19,1473,0,0,0,0,0,0,Normal
72.7,1312,28.2,0.27,1590,0,0,0,0,0,0,Normal
75.9,1468,28.0,0.27,1604,0,0,0,0,0,0,Normal
72.6,1452,26.7,0.25,1549,0,0,0,0,0,0,Normal
75.6,1393,28.5,0.29,1733,0,0,0,0,0,0,Normal
73.5,1432,27.5,0.25,1820,0,0,0,0,0,0,Normal
78.4,1510,28.3,0.3,1909,0,0,0,0,0,0,Normal
77.0,1521,27.6,0.31,1995,0,0,0,0,0,0,Normal
75.9,1360,28.9,0.28,1997,0,0,0,0,0,0,Normal
77.5,1881,25.0,0.23,2106,0,0,0,0,0,0,Normal
74.4,1413,27.8,0.25,2052,0,0,0,0,0,0,Normal
76.7,1642,26.8,0.31,2235,0,0,0,0,0,0,Normal
76.4,1542,25.8,0.2,2312,0,0,0,0,0,0,Normal
76.5,1447,25.5,0.25,2269,0,0,0,0,0,0,Normal
77.9,1530,27.0,0.25,2359,0,0,0,0,0,0,Normal
77.3,1795,23.7,0.23,2449,0,0,0,0,0,0,Normal
76.8,1290,31.1,0.31,2531,0,0,0,0,0,0,Normal
74.1,1639,25.9,0.29,2488,0,0,0,0,0,0,Normal
75.4,1596,23.4,0.24,2496,0,0,0,0,0,0,Normal
76.7,1455,27.7,0.3,2547,0,0,0,0,0,0,Normal
77.0,1659,23.4,0.27,2654,0,0,0,0,0,0,Normal
75.2,1532,27.0,0.24,2570,0,0,0,0,0,0,Normal
80.6,1502,27.9,0.25,2573,0,0,0,0,0,0,Normal
79.3,1688,24.5,0.3,2806,0,0,0,0,0,0,Normal
77.7,1341,28.5,0.32,2813,0,0,0,0,0,0,Normal
77.0,1685,26.2,0.26,2857,0,0,0,0,0,0,Normal
76.8,1370,27.7,0.31,2848,0,0,0,0,0,0,Normal
75.7,1461,30.6,0.35,2884,0,0,0,0,0,0,Normal
77.3,1550,25.9,0.24,2976,0,0,0,0,0,0,Normal
77.6,1508,26.5,0.3,3064,0,0,0,0,0,0,Normal
75.4,1345,30.8,0.32,3073,0,0,0,0,0,0,Normal
77.6,1616,27.4,0.29,3186,0,0,0,0,0,0,Normal
76.9,1395,29.8,0.34,3131,0,0,0,0,0,0,Normal
74.5,1324,33.3,0.38,3191,1,0,0,0,1,0,Power Failure
76.1,1445,28.2,0.31,3347,0,0,0,0,0,0,Normal
76.8,1555,25.1,0.29,3331,0,0,0,0,0,0,Normal
80.5,1449,26.5,0.34,3390,0,0,0,0,0,0,Normal
78.5,1466,29.4,0.34,3431,0,0,0,0,0,0,Normal
75.7,1503,25.6,0.2,3479,0,0,0,0,0,0,Normal
78.1,1488,25.3,0.3,3576,0,0,0,0,0,0,Normal
75.1,1314,28.6,0.29,3620,0,0,0,0,0,0,Normal
79.1,1547,27.2,0.32,3645,0,0,0,0,0,0,Normal
76.8,1466,26.6,0.3,3660,0,0,0,0,0,0,Normal
77.2,1537,27.5,0.31,3738,0,0,0,0,0,0,Normal
79.2,1434,28.2,0.28,3866,0,0,0,0,0,0,Normal
75.5,1432,26.6,0.34,3772,0,0,0,0,0,0,Normal
75.4,1390,30.5,0.38,3975,0,0,0,0,0,0,Normal
76.8,1580,26.8,0.28,3924,0,0,0,0,0,0,Normal
79.2,1589,23.8,0.26,3948,0,0,0,0,0,0,Normal
75.6,1441,26.9,0.32,4042,0,0,0,0,0,0,Normal
73.7,1305,30.3,0.32,3929,0,0,0,0,0,0,Normal
77.3,1566,25.8,0.37,4139,0,0,0,0,0,0,Normal
78.8,1379,29.4,0.27,4220,1,0,1,0,0,0,Overstrain Failure
79.5,1543,26.4,0.3,4220,0,0,0,0,0,0,Normal
77.3,1421,29.8,0.24,4098,0,0,0,0,0,0,Normal
77.1,1760,25.0,0.38,4279,0,0,0,0,0,0,Normal
79.3,1711,27.2,0.34,4361,0,0,0,0,0,0,Normal
75.0,1465,27.4,0.31,4394,0,0,0,0,0,0,Normal
77.2,1366,30.0,0.28,4285,0,0,0,0,0,0,Normal
77.9,1888,24.3,0.28,4444,0,0,0,0,0,0,Normal
75.2,1777,23.8,0.22,290,0,0,0,0,0,0,Normal
73.8,1379,29.4,0.16,239,0,0,0,0,0,0,Normal
74.7,1525,29.5,0.21,203,0,0,0,0,0,0,Normal
71.1,1563,26.3,0.29,355,0,0,0,0,0,0,Normal
74.1,1389,27.0,0.19,423,0,0,0,0,0,0,Normal
75.9,1447,27.7,0.17,421,0,0,0,0,0,0,Normal
73.7,1934,24.9,0.22,425,0,0,0,0,0,0,Normal
75.3,1470,29.8,0.16,591,0,0,0,0,0,0,Normal
75.9,1428,28.3,0.28,598,0,0,0,0,0,0,Normal
74.6,1319,30.4,0.27,713,0,0,0,0,0,0,Normal
75.6,1887,23.3,0.21,809,0,0,0,0,0,0,Normal
73.5,1349,29.7,0.18,686,0,0,0,0,0,0,Normal
74.7,1665,26.6,0.2,853,0,0,0,0,0,0,Normal
76.0,1474,25.8,0.21,854,0,0,0,0,0,0,Normal
75.3,1543,26.3,0.24,893,0,0,0,0,0,0,Normal
74.1,1459,29.4,0.26,966,0,0,0,0,0,0,Normal
75.5,1551,25.6,0.18,958,0,0,0,0,0,0,Normal
76.1,1981,22.0,0.27,976,0,0,0,0,0,0,Normal
72.0,1526,27.6,0.25,984,0,0,0,0,0,0,Normal
76.8,1501,28.2,0.21,1172,0,0,0,0,0,0,Normal
74.6,1558,27.1,0.19,1149,0,0,0,0,0,0,Normal
75.6,1532,27.5,0.24,1234,0,0,0,0,0,0,Normal
76.6,1326,29.6,0.19,1219,0,0,0,0,0,0,Normal
72.8,1431,29.4,0.27,1223,0,0,0,0,0,0,Normal
74.0,1366,30.3,0.19,1352,0,0,0,0,0,0,Normal
74.5,1421,27.7,0.26,1374,0,0,0,0,0,0,Normal
73.9,1506,28.3,0.23,1383,0,0,0,0,0,0,Normal
77.8,1342,27.7,0.22,1505,0,0,0,0,0,0,Normal
73.8,1427,26.5,0.24,1537,0,0,0,0,0,0,Normal
74.3,1667,24.6,0.29,1676,0,0,0,0,0,0,Normal
75.3,1400,27.2,0.2,1725,0,0,0,0,0,0,Normal
73.0,1709,25.3,0.23,1737,0,0,0,0,0,0,Normal
74.2,1368,28.5,0.22,1718,0,0,0,0,0,0,Normal
75.5,1882,24.4,0.25,1797,0,0,0,0,0,0,Normal
74.6,1353,32.7,0.22,1910,0,0,0,0,0,0,Normal
74.8,1553,27.4,0.18,1934,0,0,0,0,0,0,Normal
74.3,1431,29.2,0.21,2007,0,0,0,0,0,0,Normal
72.9,1731,25.2,0.32,1906,0,0,0,0,0,0,Normal
75.9,1687,26.3,0.27,1959,0,0,0,0,0,1,Normal
78.1,1457,30.2,0.27,2066,0,0,0,0,0,0,Normal
75.5,1533,26.9,0.25,2137,0,0,0,0,0,0,Normal
75.5,1622,24.4,0.26,2147,0,0,0,0,0,0,Normal
76.4,1791,24.1,0.25,2230,0,0,0,0,0,0,Normal
73.5,1631,25.0,0.29,2350,0,0,0,0,0,0,Normal
77.8,2174,23.0,0.27,2320,0,0,0,0,0,0,Normal
75.6,1314,31.2,0.22,2302,0,0,0,0,0,0,Normal
77.9,1478,28.7,0.28,2346,0,0,0,0,0,0,Normal
74.6,1783,24.5,0.17,2451,0,0,0,0,0,0,Normal
78.5,1385,27.5,0.29,2627,0,0,0,0,0,0,Normal
76.9,1444,28.1,0.22,2485,0,0,0,0,0,0,Normal
76.8,1841,25.5,0.27,2556,0,0,0,0,0,0,Normal
76.5,1349,31.1,0.23,2730,0,0,0,0,0,0,Normal
75.7,1340,30.6,0.28,2642,0,0,0,0,0,0,Normal
77.7,1539,28.6,0.3,2727,0,0,0,0,0,0,Normal
76.3,1932,23.1,0.34,2855,0,0,0,0,0,0,Normal
73.2,1407,27.2,0.22,2771,0,0,0,0,0,0,Normal
74.5,1712,24.0,0.32,2860,0,0,0,0,0,0,Normal
76.1,1329,29.8,0.29,2889,0,0,0,0,0,0,Normal
76.6,1441,27.1,0.27,2932,0,0,0,0,0,0,Normal
76.1,1610,26.7,0.32,3124,0,0,0,0,0,0,Normal
77.8,1474,27.5,0.28,3055,0,0,0,0,0,0,Normal
73.1,1624,24.4,0.32,3097,0,0,0,0,0,0,Normal
76.6,1520,28.6,0.25,3175,0,0,0,0,0,0,Normal
73.8,1448,27.6,0.27,3339,0,0,0,0,0,0,Normal
77.7,1558,25.1,0.34,3393,0,0,0,0,0,0,Normal
76.5,2293,22.9,0.36,3386,0,0,0,0,0,0,Normal
77.3,1397,28.0,0.3,3503,0,0,0,0,0,0,Normal
75.4,1972,24.7,0.19,3561,0,0,0,0,0,0,Normal
78.4,1574,26.9,0.3,3557,0,0,0,0,0,0,Normal
78.1,1560,28.3,0.31,3603,0,0,0,0,0,0,Normal
77.5,1353,28.2,0.3,3704,0,0,0,0,0,0,Normal
76.4,1389,29.2,0.32,3701,0,0,0,0,0,0,Normal
77.4,1513,27.7,0.29,3847,0,0,0,0,0,0,Normal
75.5,1578,27.6,0.35,3786,0,0,0,0,0,0,Normal
77.7,1467,25.0,0.27,3823,0,0,0,0,0,0,Normal
79.1,1412,28.7,0.37,3911,0,0,0,0,0,0,Normal
78.3,1668,23.7,0.38,3983,0,0,0,0,0,0,Normal
75.8,1678,25.4,0.28,4033,0,0,0,0,0,0,Normal
77.3,1612,23.9,0.28,4023,0,0,0,0,0,0,Normal
74.8,1485,25.1,0.34,4132,0,0,0,0,0,0,Normal
77.7,1456,27.7,0.28,4193,0,0,0,0,0,0,Normal
77.7,1504,26.2,0.31,4149,0,0,0,0,0,0,Normal
74.2,1491,26.8,0.37,4234,0,0,0,0,0,0,Normal
72.3,1525,26.9,0.23,228,0,0,0,0,0,0,Normal
73.7,1759,25.0,0.28,240,0,0,0,0,0,0,Normal
73.5,1355,31.0,0.21,317,0,0,0,0,0,0,Normal
72.2,1345,30.0,0.18,444,0,0,0,0,0,0,Normal
74.8,1683,27.8,0.21,536,0,0,0,0,0,0,Normal
74.7,1658,25.4,0.2,526,0,0,0,0,0,0,Normal
74.0,1566,27.6,0.21,533,0,0,0,0,0,0,Normal
73.4,1469,27.7,0.21,554,0,0,0,0,0,0,Normal
76.5,1458,26.6,0.18,682,0,0,0,0,0,0,Normal
77.2,1858,24.3,0.23,750,0,0,0,0,0,0,Normal
74.1,1563,27.4,0.16,673,0,0,0,0,0,0,Normal
73.9,2141,21.7,0.19,872,0,0,0,0,0,0,Normal
75.4,1473,27.2,0.22,834,0,0,0,0,0,0,Normal
74.4,1498,26.6,0.13,859,0,0,0,0,0,0,Normal
74.8,1568,27.3,0.26,989,0,0,0,0,0,0,Normal
76.1,1694,22.1,0.14,1084,0,0,0,0,0,0,Normal
72.2,1499,27.2,0.25,1088,0,0,0,0,0,0,Normal
77.2,1717,24.2,0.18,1125,0,0,0,0,0,0,Normal
75.4,1462,26.2,0.21,1166,0,0,0,0,0,0,Normal
74.9,1642,26.8,0.25,1229,0,0,0,0,0,0,Normal
75.4,1760,24.1,0.32,1238,0,0,0,0,0,0,Normal
75.3,1660,26.8,0.24,1313,0,0,0,0,0,0,Normal
72.8,1557,27.5,0.16,1286,0,0,0,0,0,0,Normal
77.8,1442,28.7,0.27,1390,0,0,0,0,0,0,Normal
75.7,1359,29.0,0.23,1495,0,0,0,0,0,0,Normal
76.7,1342,29.8,0.24,1525,0,0,0,0,0,0,Normal
77.7,1435,29.4,0.26,1566,0,0,0,0,0,0,Normal
74.7,1567,25.4,0.15,1589,0,0,0,0,0,0,Normal
77.0,1376,28.2,0.24,1663,0,0,0,0,0,0,Normal
75.9,1513,26.6,0.23,1528,0,0,0,0,0,0,Normal
77.7,2563,21.8,0.3,1779,1,0,0,0,1,0,Power Failure
73.4,1521,29.0,0.28,1930,0,0,0,0,0,0,Normal
76.5,1658,25.8,0.19,1838,0,0,0,0,0,0,Normal
75.8,1419,27.4,0.3,1871,0,0,0,0,0,0,Normal
77.4,1478,25.7,0.27,2067,0,0,0,0,0,0,Normal
77.5,1415,28.1,0.2,2013,0,0,0,0,0,0,Normal
75.6,1780,24.7,0.26,2083,0,0,0,0,0,0,Normal
75.3,1440,28.4,0.3,2182,0,0,0,0,0,0,Normal
76.4,1448,26.3,0.21,2190,0,0,0,0,0,0,Normal
75.1,1500,25.6,0.32,2369,0,0,0,0,0,0,Normal
78.0,1513,26.4,0.21,2380,0,0,0,0,0,0,Normal
76.2,1428,27.9,0.24,2476,0,0,0,0,0,0,Normal
72.4,1473,26.5,0.23,2510,0,0,0,0,0,0,Normal
76.4,1483,30.1,0.33,2636,0,0,0,0,0,0,Normal
75.1,1534,25.7,0.26,2668,0,0,0,0,0,0,Normal
74.4,1367,30.4,0.23,2621,0,0,0,0,0,0,Normal
74.9,1467,25.1,0.3,2622,0,0,0,0,0,0,Normal
76.9,1488,29.3,0.31,2765,0,0,0,0,0,0,Normal
78.8,1679,23.5,0.31,2748,0,0,0,0,0,0,Normal
77.5,1409,29.6,0.27,2801,0,0,0,0,0,0,Normal
76.0,1367,29.0,0.29,2860,0,0,0,0,0,0,Normal
77.8,1314,31.0,0.26,3004,0,0,0,0,0,0,Normal
76.6,1480,27.1,0.35,2976,0,0,0,0,0,0,Normal
76.1,1549,27.4,0.33,3044,0,0,0,0,0,0,Normal
75.3,1685,24.4,0.33,3083,0,0,0,0,0,0,Normal
74.3,1536,25.1,0.32,3131,0,0,0,0,0,0,Normal
76.5,1539,27.2,0.31,3193,0,0,0,0,0,0,Normal
77.4,1384,26.2,0.24,3204,0,0,0,0,0,0,Normal
76.8,1614,24.5,0.32,3217,0,0,0,0,0,0,Normal
76.4,1675,29.1,0.3,3218,0,0,0,0,0,0,Normal
75.8,1685,24.5,0.35,3374,0,0,0,0,0,0,Normal
78.0,1386,31.4,0.33,3417,0,0,0,0,0,0,Normal
75.2,1488,26.6,0.32,3428,0,0,0,0,0,0,Normal
78.4,1624,26.0,0.24,3523,0,0,0,0,0,0,Normal
75.7,1600,26.6,0.3,3601,0,0,0,0,0,0,Normal
76.1,1468,29.0,0.28,3652,0,0,0,0,0,0,Normal
75.1,1435,27.8,0.32,3557,0,0,0,0,0,0,Normal
76.4,1564,27.7,0.29,3654,0,0,0,0,0,0,Normal
78.5,1329,29.0,0.3,3777,0,0,0,0,0,0,Normal
77.6,1570,26.6,0.33,3866,0,0,0,0,0,0,Normal
78.5,1433,28.9,0.3,3783,0,0,0,0,0,0,Normal
77.9,1527,25.3,0.32,3950,0,0,0,0,0,0,Normal
75.3,1443,28.7,0.26,3851,0,0,0,0,0,0,Normal
76.5,1616,25.6,0.28,4033,0,0,0,0,0,0,Normal
75.9,1654,24.8,0.35,3999,0,0,0,0,0,0,Normal
79.1,1685,26.9,0.27,4130,0,0,0,0,0,0,Normal
75.5,1456,27.8,0.37,4066,0,0,0,0,0,0,Normal
78.6,1752,25.8,0.36,4131,0,0,0,0,0,0,Normal
78.3,1438,29.9,0.31,4196,0,0,0,0,0,0,Normal
79.6,1551,25.7,0.45,4183,0,0,0,0,0,0,Normal
76.5,1599,24.2,0.38,4210,0,0,0,0,0,0,Normal
78.2,1732,25.0,0.29,4361,0,0,0,0,0,0,Normal
80.6,1418,26.4,0.36,4442,0,0,0,0,0,0,Normal
73.0,1401,26.0,0.2,230,0,0,0,0,0,0,Normal
71.4,1454,28.2,0.17,175,0,0,0,0,0,0,Normal
71.3,1635,24.0,0.16,300,0,0,0,0,0,0,Normal
75.0,1489,28.4,0.24,283,0,0,0,0,0,0,Normal
71.2,1465,27.7,0.18,391,0,0,0,0,0,0,Normal
73.5,1463,28.8,0.2,465,0,0,0,0,0,0,Normal
74.7,1560,26.7,0.17,484,0,0,0,0,0,0,Normal
74.6,1454,28.0,0.18,634,0,0,0,0,0,0,Normal
74.8,1479,29.8,0.21,610,0,0,0,0,0,0,Normal
74.7,1430,27.0,0.23,645,0,0,0,0,0,0,Normal
76.2,1533,26.7,0.12,697,0,0,0,0,0,0,Normal
72.7,1404,30.6,0.22,683,0,0,0,0,0,0,Normal
72.9,1548,25.3,0.19,768,0,0,0,0,0,0,Normal
73.0,1612,28.7,0.28,829,0,0,0,0,0,0,Normal
75.5,1642,25.3,0.34,888,0,0,0,0,0,0,Normal
75.8,1406,27.5,0.21,972,0,0,0,0,0,0,Normal
75.3,1587,26.6,0.16,942,0,0,0,0,0,0,Normal
76.5,1364,29.3,0.23,996,0,0,0,0,0,0,Normal
73.0,1462,29.2,0.22,1167,0,0,0,0,0,0,Normal
77.3,1649,25.6,0.31,1048,0,0,0,0,0,0,Normal
77.1,1752,23.3,0.3,1217,0,0,0,0,0,0,Normal
76.1,1396,28.6,0.27,1206,0,0,0,0,0,0,Normal
77.9,2179,22.9,0.21,1327,0,0,0,0,0,0,Normal
73.0,1653,25.0,0.26,1454,0,0,0,0,0,0,Normal
74.7,2025,24.6,0.25,1408,0,0,0,0,0,0,Normal
74.6,1426,29.5,0.25,1483,0,0,0,0,0,0,Normal
76.8,1503,25.3,0.18,1493,0,0,0,0,0,0,Normal
74.2,1525,27.3,0.28,1542,0,0,0,0,0,0,Normal
76.9,1423,30.1,0.25,1592,0,0,0,0,0,0,Normal
78.0,1435,28.8,0.24,1677,0,0,0,0,0,0,Normal
76.7,1495,26.1,0.22,1662,0,0,0,0,0,0,Normal
76.2,1557,26.8,0.22,1737,0,0,0,0,0,0,Normal
74.1,1474,30.5,0.26,1854,0,0,0,0,0,0,Normal
74.2,1465,28.2,0.18,1898,0,0,0,0,0,0,Normal
77.4,1589,24.7,0.29,1835,0,0,0,0,0,0,Normal
76.7,1475,27.7,0.21,1983,0,0,0,0,0,0,Normal
